# Program:featureCounts v1.5.3; Command:"featureCounts" "-Q" "10" "-T" "3" "-a" "/home/hub/genomes/Hsapiens/Homo_sapiens.GRCh38.90.chr1.gtf" "-o" "/home/hub/RNA_Practical/aligned/counts/counts.out" "/home/hub/RNA_Practical/aligned/bam/sampleB3.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleA3.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleB1.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleA2.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleA1.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleB2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/hub/RNA_Practical/aligned/bam/sampleB3.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleA3.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleB1.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleA2.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleA1.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleB2.sorted.bam
ENSG00000206762	1	205595041	205595147	+	107	0	0	0	0	0	0
ENSG00000158711	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	205597556;205597790;205598455;205598455;205599825;205599825;205600651;205603201;205607943;205616478;205618957;205618957;205619268;205619966;205619966;205620614;205623676;205623676;205623676;205623676;205625632;205631632;205631632;205631632	205597862;205597862;205598649;205598649;205599925;205600194;205600794;205603353;205616644;205616644;205619073;205619073;205620838;205620838;205620838;205620838;205623891;205623891;205623891;205623891;205625667;205631962;205631962;205631893	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	12142	1407	6310	1337	2615	3548	1785
ENSG00000236942	1;1	205625483;205625983	205625664;205626153	+;+	353	0	0	0	0	0	0
ENSG00000158715	1;1;1;1;1;1;1;1	205657851;205657851;205661861;205661861;205662308;205662833;205664485;205680394	205659671;205659671;205662126;205662126;205662668;205663618;205664886;205680459	-;-;-;-;-;-;-;-	3702	3318	2071	2466	1947	4329	3368
ENSG00000275213	1	205684018	205684307	+	290	0	0	0	0	0	0
ENSG00000069275	1;1;1;1;1;1;1;1;1	205712819;205718452;205719527;205719527;205720501;205723926;205727700;205729572;205749957	205718479;205718479;205719676;205719726;205720653;205723981;205727805;205729621;205750276	-;-;-;-;-;-;-;-;-	6546	8845	34825	7713	36342	32709	9170
ENSG00000201944	1	205731221	205731352	-	132	0	0	0	0	0	0
ENSG00000117280	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	205767986;205769437;205769447;205769703;205769718;205770161;205770300;205770733;205770733;205770733;205770733;205770733;205770733;205770733;205771062;205771472;205771472;205771472;205771472;205771472;205771598;205772496;205772496;205772496;205772496;205772496;205774833;205774833;205774833;205774833;205774833;205774833;205775129;205775273;205775273;205775273;205775273;205775374	205770453;205770453;205770453;205770453;205770453;205770453;205770453;205770854;205770854;205770854;205770854;205770854;205770854;205770854;205771648;205771653;205771653;205771653;205771653;205771653;205771653;205772567;205772567;205772567;205772567;205772567;205775151;205775459;205775233;205775086;205775086;205775086;205775209;205775440;205775451;205775460;205775446;205775449	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3882	1734	2665	2362	2273	2819	2681
ENSG00000133065	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	205789093;205789094;205790920;205794870;205794870;205794870;205795344;205795344;205795344;205796924;205796924;205797904;205797904;205798669;205798669;205798957;205798957;205799759;205799759;205800953;205800953;205801321;205810070;205810299;205812808;205813695	205791718;205791718;205791718;205795018;205795018;205795018;205795478;205796616;205795478;205797003;205797003;205798051;205798051;205798815;205798815;205799101;205799101;205799830;205799830;205801060;205801060;205801488;205811087;205811087;205813176;205813748	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6357	517	3063	581	2657	1904	642
ENSG00000162877	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	205828022;205828026;205828333;205828353;205829833;205830280;205830280;205830280;205832598;205832598;205840252;205840252;205840252;205841811;205841811;205841811;205842154;205842676;205842676;205843667;205843667;205844087;205844087;205844811;205844811;205845325;205845325;205847885;205847885;205849904;205849904	205828743;205828743;205828743;205828743;205830289;205830379;205830379;205830379;205832766;205832766;205840323;205840323;205840323;205841879;205841889;205841889;205842215;205842751;205842751;205843786;205843786;205844217;205844217;205844897;205844897;205845557;205845557;205847971;205847971;205850132;205850117	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2614	70	104	38	15	51	8
ENSG00000174502	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	205913048;205913048;205913054;205913054;205915361;205915361;205917283;205917283;205917283;205917283;205918840;205918840;205918840;205918840;205920176;205920176;205920176;205920176;205921566;205921566;205921566;205921566;205923082;205923082;205923082;205923082;205923151;205923335;205923335;205923335;205923335;205923335;205923544;205923544;205923544;205923544;205923544;205924383;205924383;205924383;205924383;205924383;205926535;205926535;205926535;205926535;205927211;205927211;205927211;205927211;205927492;205927492;205927492;205927492;205927492;205927902;205927902;205927902;205927902;205927902;205928827;205928827;205928827;205928827;205929204;205929204;205929204;205929204;205929892;205929892;205929892;205929892;205931860;205931860;205931860;205932702;205932702;205932702;205932945;205932945;205932945;205935696;205935696;205935696;205943365;205943365	205915404;205915183;205915183;205915404;205915404;205915404;205917354;205917354;205917354;205917354;205918985;205918985;205918985;205918985;205920230;205920230;205920230;205920230;205921847;205921847;205921847;205921847;205923195;205923195;205923195;205923195;205923195;205923427;205923427;205923427;205923427;205923427;205923613;205923613;205923613;205923613;205923613;205924745;205924489;205924489;205924489;205924489;205926630;205926630;205926630;205926630;205927288;205927288;205927288;205927288;205927605;205927605;205927605;205927605;205927605;205928049;205928049;205928386;205928049;205928049;205928909;205928909;205928909;205928909;205929356;205929356;205929356;205929356;205930292;205930056;205930056;205930056;205932035;205932035;205932035;205932812;205932812;205932812;205933084;205933084;205933084;205935838;205935838;205935822;205943460;205943460	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5628	5	2	0	0	3	41
ENSG00000227687	1;1	205935128;205935608	205935196;205935768	+;+	230	0	0	0	0	0	0
ENSG00000276600	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	205976740;205976741;205976741;205977699;205977927;205983743;205985540;205985540;205985540;205985540;205992480;205992480;205992480;205992480;205992480;205993420;205993420;205993420;205993420;205994083;205994083;205994083;205994083;206003253;206003253	205978928;205978928;205977258;205978928;205978928;205984204;205985665;205985665;205985665;205985665;205992580;205992695;205992695;205992695;205992695;205993546;205993546;205993546;205993546;205994439;205994151;205994423;205994151;206003461;206003413	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3686	0	0	0	0	0	0
ENSG00000196188	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	206009264;206009265;206012308;206012308;206012331;206012508;206013772;206013772;206013772;206013774;206015931;206015931;206015931;206021049;206021049;206021049;206022150;206022150;206022901;206022901;206023724;206023724	206010347;206010347;206012406;206012406;206012406;206012649;206014130;206013894;206013894;206013894;206016130;206016130;206016130;206021374;206021167;206021167;206022267;206022267;206023057;206023057;206023895;206023909	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2671	573	570	339	778	785	167
ENSG00000263961	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	206037231;206037247;206051742;206051791;206051853;206052723;206052845;206053021;206053021;206053021;206056371;206060401;206060401;206061158;206061345;206061345;206061662;206061662;206061662;206083563;206083571;206097661;206097699;206097733;206097733;206097733;206098081;206098081;206098081;206098081;206098081;206099655;206099655;206099655;206101136;206101136;206101136;206101136;206101752;206101752;206101752;206101752	206037299;206037299;206052001;206052001;206052001;206053265;206053265;206053101;206053137;206053334;206056463;206060449;206060449;206061397;206061397;206061397;206061924;206061913;206062257;206083650;206083650;206097839;206097839;206097839;206097839;206097839;206098537;206098181;206098181;206098181;206098181;206099798;206099798;206099798;206101197;206101197;206101197;206101197;206102448;206101984;206102007;206102459	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3557	1108	719	487	459	1041	620
ENSG00000252692	1	206080239	206080324	+	86	0	0	0	0	0	0
ENSG00000198049	1;1;1;1	206109692;206110015;206115951;206117664	206110523;206110523;206117355;206117699	-;-;-;-	2273	0	0	5	19	7	0
ENSG00000226780	1;1;1	206117783;206118070;206126490	206117825;206118340;206126805	+;+;+	630	0	0	0	0	0	0
ENSG00000225483	1	206160887	206161276	-	390	0	0	0	0	0	0
ENSG00000236889	1;1	206175060;206177099	206175182;206177246	-;-	271	0	0	0	0	0	0
ENSG00000196550	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	206186179;206186256;206187123;206187166;206187281;206195752;206195752;206195752;206195752;206195752;206195840;206199807;206199807;206199807;206199807;206199807;206199807;206201281;206201874;206201874;206201874;206201994;206202516;206202610;206203180;206203844;206203844;206204252	206187373;206187373;206187373;206187373;206187373;206195876;206195876;206195876;206195876;206195876;206195876;206199884;206199884;206199884;206199884;206199884;206199884;206202419;206201889;206202005;206202873;206202446;206202827;206202851;206203558;206204093;206204065;206204414	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3783	13	12	35	4	35	10
ENSG00000266028	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	206203345;206203346;206203888;206203908;206205429;206205429;206205429;206205626;206205673;206205909;206205909;206214505;206214723;206296820;206303281;206303281;206303281;206303281;206303281;206303281;206312148;206342846;206342846;206342846;206342846;206342846;206342846;206384014;206384014;206384014;206384014;206384014;206384014;206384014;206392689;206392689;206392689;206392689;206392689;206392689;206393545;206393545;206393545;206393545;206401421;206401424;206401424;206401424;206404963;206405249;206405249;206405249;206405249;206406377;206406377;206406377;206406377;206406377;206406377;206415889;206415889;206415889;206415889;206419373;206419373;206419373;206419373;206421250;206421250;206421250;206421250;206430162;206430162;206430162;206430162;206436965;206436965;206436965;206436965;206437619;206437964;206437964;206437964;206437964;206439976;206439976;206439976;206439976;206439976;206440061;206446075;206446075;206446075;206446075;206446075;206446075;206450386;206450386;206450386;206450386;206450386;206453199;206453200;206453200;206453200;206453200;206453200;206453661;206454144;206454878;206454878;206454878;206454878;206454878;206455773;206458371;206458623;206458623;206458623;206461037;206461037;206461037	206203650;206203482;206208229;206204000;206205819;206206037;206205829;206206037;206206037;206206037;206206037;206214611;206214840;206296869;206303473;206303473;206303473;206303473;206303473;206303473;206312247;206343008;206343008;206342900;206343008;206343008;206343008;206384076;206384066;206384076;206384076;206384076;206384076;206384076;206392757;206392904;206392904;206392904;206392904;206392904;206393673;206393673;206393673;206393673;206401645;206401645;206401645;206401645;206405350;206405350;206405350;206405350;206405350;206406574;206408031;206406574;206406574;206406574;206406709;206415973;206415973;206415973;206415973;206419400;206419400;206419400;206419400;206421274;206421274;206421274;206421274;206430222;206430222;206430222;206430222;206437042;206437042;206437042;206437042;206438098;206438098;206438098;206438098;206438098;206440081;206440081;206440081;206440081;206440081;206440081;206446204;206446299;206446299;206446299;206446299;206446299;206450465;206450465;206450465;206450465;206450465;206453380;206453380;206453380;206453380;206453380;206453380;206456159;206454700;206455024;206455024;206456159;206455024;206455024;206456131;206458409;206458947;206458947;206458947;206461227;206464443;206462850	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	15675	2102	1822	2230	1523	1913	2117
ENSG00000229509	1	206333327	206333438	-	112	0	0	0	0	0	0
ENSG00000263528	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	206470476;206470495;206470495;206470495;206470642;206471156;206471156;206471156;206471156;206471156;206472854;206473196;206473196;206473196;206473196;206473196;206474331;206474331;206474331;206474331;206474331;206474331;206474865;206474865;206474865;206474865;206474865;206474865;206476181;206476181;206476181;206476181;206476181;206476678;206476678;206476678;206476678;206477749;206477749;206477749;206477749;206478160;206478160;206478160;206478943;206478943;206478943;206479870;206479870;206479870;206480022;206480022;206480022;206480447;206480447;206480447;206484997;206484997;206484997;206485194;206485194;206485194;206487914;206487914;206487914;206490819;206490819;206490819;206491648;206491648;206491648;206493023;206493023;206493023;206493266;206493266;206493920;206493920;206493920;206496112;206496112;206496112	206470698;206470698;206470698;206470698;206470698;206471245;206471245;206471245;206471245;206471245;206472963;206473314;206473314;206473314;206473314;206473314;206474471;206474471;206474471;206474471;206474471;206474471;206474994;206475135;206474994;206474994;206474994;206474994;206476260;206476362;206476362;206476362;206476362;206476838;206476838;206476838;206476838;206477859;206477859;206477859;206478297;206478339;206478339;206478339;206479133;206479133;206479133;206479934;206479934;206479934;206480113;206480113;206480113;206480533;206480533;206480533;206485072;206485072;206485072;206485306;206485306;206485306;206487990;206487990;206487990;206490858;206490858;206490858;206491749;206491749;206491749;206493119;206493119;206493119;206493378;206493378;206493991;206493991;206493991;206496889;206496274;206496274	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3791	0	0	0	0	0	0
ENSG00000278465	1	206474803	206474864	+	62	0	0	0	0	0	0
ENSG00000162888	1;1	206491116;206497594	206493076;206497728	-;-	2096	4	6	9	3	14	18
ENSG00000261000	1	206503948	206504456	+	509	10	1	14	24	0	2
ENSG00000266094	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	206507530;206507546;206507595;206518388;206538172;206538172;206538172;206538172;206557165;206557561;206583120;206583269;206583269;206583269;206583269;206583269;206583269;206583272;206584387;206584387;206584387;206584387;206584387;206584387;206584387;206584475;206585180;206585180;206585180;206585180;206586826;206586826;206586826;206586826;206586826;206586826	206508059;206508059;206508059;206518544;206538293;206538293;206538293;206538293;206557693;206557693;206583379;206583695;206583379;206583379;206583379;206583379;206583379;206583379;206584684;206584684;206584684;206589274;206584684;206584684;206584684;206585295;206589272;206585295;206585295;206585295;206589283;206586842;206589267;206589448;206587712;206587712	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6976	2083	1084	252	242	734	220
ENSG00000234981	1	206528915	206529706	+	792	15	2	1	5	3	0
ENSG00000279946	1	206541758	206544892	+	3135	0	0	0	0	0	0
ENSG00000143486	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	206571292;206572595;206580692;206580935;206591642;206591642;206593619;206593619;206594040;206595710;206595718;206595718;206595718;206595718;206595831;206597100;206597100;206597100;206597100;206597100;206597100;206597100;206599003;206599003;206599003;206599003;206599003;206599003;206599463;206599463;206599463;206599733;206599733;206600263;206600263;206600263;206600263;206600263;206602336;206602336;206602342;206602951;206602951;206602951;206603083;206604609;206604733;206605400;206605400;206605400;206605400;206608236;206608236;206608236;206608236;206608280;206608280;206609376;206609376;206609376;206609376;206609376;206611148;206611184;206611184;206611184;206611184;206612287;206612287;206612287;206612287;206612287	206571493;206572699;206580768;206581162;206591845;206591845;206593793;206593793;206595838;206595838;206595838;206595838;206595838;206595838;206595838;206597195;206597195;206597195;206597195;206597195;206597195;206597116;206599092;206599092;206599092;206599092;206599092;206599092;206599810;206599612;206599612;206599836;206599836;206600308;206600308;206603501;206600308;206600308;206602453;206602453;206602453;206603204;206602958;206603204;206603204;206604729;206605507;206605507;206605507;206605507;206605507;206608295;206608326;206608326;206608326;206608326;206608326;206609459;206609459;206609404;206609459;206609459;206611374;206611374;206611374;206611374;206611374;206612463;206612459;206612450;206612459;206612459	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8064	240	86	219	26	67	112
ENSG00000237605	1;1	206634649;206635600	206634983;206635622	-;-	358	0	0	0	0	0	0
ENSG00000143479	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	206635536;206635579;206635728;206635774;206635829;206636875;206636875;206636875;206636875;206637650;206637650;206637650;206637650;206637650;206647388;206647388;206647388;206647388;206682907	206635780;206635780;206635780;206635835;206636224;206636968;206636968;206636968;206636968;206637761;206637761;206637761;206637761;206637761;206649114;206647989;206649197;206649193;206684419	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4218	17	238	23	199	139	38
ENSG00000162889	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	206684944;206685037;206728710;206728710;206728934;206729035;206729035;206729396;206729396;206729396;206729972;206729972;206730688;206730688;206731138;206731138;206731288;206731640;206731640;206731806;206731839;206731839;206732038;206732575	206685508;206685508;206728849;206728849;206729099;206729099;206729099;206729470;206729475;206729475;206730098;206730098;206730763;206730763;206731262;206731262;206731725;206731725;206731725;206732116;206731919;206731919;206732863;206734283	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4195	3505	7345	6658	5724	5059	2761
ENSG00000224114	1	206695837	206696269	-	433	72	67	34	86	86	59
ENSG00000199349	1	206747980	206748092	-	113	0	0	0	0	0	0
ENSG00000136634	1;1;1;1;1;1;1;1;1;1	206767602;206768695;206769621;206769829;206769829;206770907;206770907;206770907;206771356;206772271	206768728;206768728;206769894;206769894;206769894;206771199;206771189;206771059;206771415;206772494	-;-;-;-;-;-;-;-;-;-	1978	7	52	1	35	37	1
ENSG00000284486	1;1;1	206767602;206769829;206770399	206768728;206769894;206770575	-;-;-	1370	0	0	0	0	0	0
ENSG00000142224	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	206798870;206828877;206833708;206833714;206836661;206836661;206836661;206836663;206836958;206836958;206836958;206836958;206839850;206839850;206839850;206839850;206841004;206841004;206841004;206842527;206842527;206842527	206799006;206829126;206834400;206834400;206836806;206836806;206836806;206836806;206837023;206837023;206837023;206837023;206840614;206840002;206840002;206840002;206841078;206841078;206841078;206842979;206842622;206842981	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2587	13	16	16	0	10	12
ENSG00000162891	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	206865354;206865809;206865809;206865823;206866299;206866299;206866299;206866484;206866484;206866484;206867384;206867384;206868487;206868487;206868487	206865686;206866011;206866011;206866011;206866364;206866364;206866364;206866636;206866636;206866636;206867458;206867458;206869217;206869223;206868914	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1567	0	12	4	0	4	1
ENSG00000162892	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	206897443;206897443;206897444;206897444;206897444;206897465;206897731;206897731;206897731;206897731;206897731;206897833;206899317;206899317;206899320;206900295;206900295;206900295;206900295;206900295;206900295;206900295;206901494;206901494;206901494;206901494;206901998;206901998;206901998;206901998;206901998;206901998;206901998;206902976;206902976;206902976;206902976;206902976;206902976	206897615;206897615;206897615;206897615;206897615;206897615;206897876;206897876;206897876;206897876;206897876;206897876;206899515;206899515;206899515;206900357;206900357;206900357;206900357;206900357;206900357;206900357;206901652;206901652;206901652;206901652;206902072;206902072;206902072;206902072;206902072;206902072;206902072;206903150;206904139;206904139;206903865;206904139;206903480	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1979	316	377	324	321	201	524
ENSG00000162894	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	206904386;206904525;206904559;206904714;206904894;206905019;206909462;206909462;206909462;206909462;206909462;206909725;206909725;206909725;206909725;206909725;206910210;206910210;206910210;206911730;206911730;206911730;206911730;206912929;206912929;206912929;206912929;206912963;206912973;206913632;206913759;206913759;206913759;206913759;206913801;206913862;206921341;206921818;206921818;206921818;206921818;206921818;206921818;206921818;206921818;206921818;206923147;206923147	206905147;206905147;206905147;206905147;206905147;206905147;206909520;206909520;206909520;206909520;206909520;206909868;206909868;206909868;206909868;206909945;206910340;206910340;206910340;206911952;206911952;206911952;206911952;206913042;206913042;206913042;206913042;206913042;206913042;206914094;206914094;206914094;206914094;206914094;206914094;206914094;206921433;206921941;206921890;206921997;206921945;206921867;206921941;206921955;206921998;206921998;206923247;206923196	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2348	1981	2940	1262	1669	1676	1076
ENSG00000271680	1	206905928	206906393	+	466	0	0	0	0	0	0
ENSG00000226945	1	206907619	206908229	+	611	2	19	6	2	0	48
ENSG00000162896	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	206928518;206931434;206931497;206931671;206931671;206932456;206932986;206934420;206935486;206937095;206937546;206939119;206939410;206940489;206946336	206930413;206931555;206931555;206931833;206931802;206932577;206933166;206934746;206935818;206937751;206937751;206939463;206939466;206940584;206946466	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4376	429542	91625	419769	987617	685528	320702
ENSG00000162897	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	206957965;206957967;206958120;206958165;206958508;206959679;206959679;206959679;206959679;206959679;206960422;206960422;206962213;206962213;206962213;206962213;206962293;206962355;206965715;206965715;206965715;206965715;206965715;206965715;206967052;206967052;206967052;206967052;206967052;206967052;206967583;206967583;206967583;206967583;206967583;206967583;206969227;206970087;206970087;206970087;206970087;206970087;206970087;206970304;206970304	206958676;206958676;206958676;206958676;206958676;206959797;206960835;206959797;206959797;206959797;206961223;206961223;206962551;206962551;206962551;206962551;206962551;206962551;206965858;206965858;206965858;206965858;206965858;206965858;206967112;206967112;206967112;206967112;206967112;206967112;206967651;206967651;206967651;206967651;206967651;206967651;206969358;206970220;206970500;206970149;206970600;206970220;206970460;206970482;206970625	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3541	141	99	176	180	122	251
ENSG00000182795	1;1;1;1;1;1;1	207018521;207020695;207024887;207024887;207027494;207032579;207032579	207023480;207023480;207025064;207025064;207027679;207032756;207032747	-;-;-;-;-;-;-	5502	1141	2699	3213	4719	1912	814
ENSG00000123836	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	207034366;207034416;207034416;207034416;207034946;207034946;207042169;207042169;207042169;207042169;207049157;207049464;207049464;207049464;207053260;207053275;207053283;207053311;207054701;207054701;207054701;207054701;207054701;207054701;207054701;207060846;207061953;207061953;207061953;207061953;207061953;207061953;207062547;207062620;207062620;207062620;207062620;207063143;207063143;207063143;207063143;207063147;207063347;207063347;207063347;207063773;207063773;207063773;207065036;207065036;207065036;207067499;207067499;207067499;207068163;207068163;207068163;207069424;207069424;207069424;207069424;207070280;207070280;207070280;207070645;207071188;207071188;207071188;207071188;207071509;207071509;207071509;207071509;207071509;207072204;207075260;207078954;207078954;207078954	207034472;207034472;207034472;207034472;207035080;207035080;207042212;207042212;207042212;207042212;207049299;207049617;207049635;207049617;207053366;207053366;207053366;207053366;207054802;207054802;207054955;207054802;207054802;207054802;207054802;207060930;207062078;207062078;207062078;207062014;207062078;207062078;207062716;207062716;207062716;207062716;207062716;207063209;207063209;207063209;207063209;207063167;207063421;207063421;207063421;207063829;207063829;207063829;207065160;207065160;207065160;207067706;207067706;207067706;207068309;207068309;207068309;207069528;207069528;207069528;207069528;207070409;207070409;207070409;207070764;207071250;207071250;207071250;207071250;207071573;207071573;207071573;207071573;207071573;207077823;207075565;207081024;207079675;207079134	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10197	4645	7739	4962	8441	4534	3421
ENSG00000180667	1;1;1;1;1;1	207043849;207043849;207050688;207050688;207052185;207052864	207049723;207049723;207051077;207050847;207052323;207052980	-;-;-;-;-;-	6521	1770	2154	2108	1418	1864	1732
